UK-AIR ID,EU Site ID,EMEP Site ID,lookupvalue_data,lookup_settelment,Site Name,Environment Type,Zone,Start Date,End Date,Latitude,Longitude,Northing,Easting,Altitude (m),Networks,AURN Pollutants Measured,Site Description
CAR04,,,Cardiff Castle Street,Cardiff,Cardiff Castle Street (Cardiff),Urban Traffic,Cardiff Urban Area,20/10/2020,,51.48113,-3.18143,176459,318055,,Locally-managed automatic monitoring,,
CRL2,,,Carlisle Stanwix Bank,Carlisle,Carlisle Stanwix Bank (Carlisle),Urban Traffic,North West & Merseyside,01/01/2015,24/11/2016,54.90455,-2.937022,557050,340015,,Locally-managed automatic monitoring,,
CRK1,,,Carrickfergus Rosebrook Avenue,Mid and East Antrim,Carrickfergus Rosebrook Avenue (Mid and East Antrim),Urban Background,,01/07/2002,01/08/2011,54.720277,-5.810608,388008.24,341123.14,,Locally-managed automatic monitoring,,
CP1,,,Castle Point - Canvey Island,Castle Point,Castle Point - Canvey Island (Castle Point),Urban Background,Eastern,20/05/1996,15/07/2010,51.520955,0.594919,183418.06,580125.91,,Locally-managed automatic monitoring,,
CP2,,,Castle Point - Hadleigh,Castle Point,Castle Point - Hadleigh (Castle Point),Urban Traffic,Southend Urban Area,09/08/2011,,51.553273,0.606051,187039.02,580770.06,,Locally-managed automatic monitoring,,
CAS3,,,Castlereagh Dundonald,Lisburn and Castlereagh,Castlereagh Dundonald (Lisburn and Castlereagh),Urban Traffic,,01/02/2007,,54.594577,-5.803313,374033.27,342030.92,,Locally-managed automatic monitoring,,
CAS1,,,Castlereagh Espie Way,Belfast,Castlereagh Espie Way (Belfast),Not Available,,01/04/2002,14/12/2006,54.577526,-5.876727,371989.7,337343.89,,Locally-managed automatic monitoring,,
CAS2,,,Castlereagh Lough View Drive,Belfast,Castlereagh Lough View Drive (Belfast),Not Available,,01/04/2002,31/07/2011,54.566466,-5.901972,370709.75,335748.48,,Locally-managed automatic monitoring,,
HB103,,,Central Beds Marston Vale,Central Bedfordshire,Central Beds Marston Vale (Central Bedfordshire),Rural Background,Eastern,01/07/2008,15/08/2013,52.064167,-0.536111,241654.4,500450.18,,Locally-managed automatic monitoring,,
ZL1,,,Chatham Luton Background,Medway,Chatham Luton Background (Medway),Urban Background,South East,04/01/1997,20/03/2014,51.371253,0.542978,166646,577101,,Locally-managed automatic monitoring,,
ZC1,,,Chatham Roadside,Medway,Chatham Roadside (Medway),Urban Traffic,South East,12/01/1997,30/06/2010,51.374264,0.54797,166992.84,577436.75,,Locally-managed automatic monitoring,,
CB4,,,Chelmsford - Baddow Road,Chelmsford,Chelmsford - Baddow Road (Chelmsford),Urban Traffic,Eastern,26/04/2010,31/12/2013,51.724609,0.48389,205795.96,571654.06,,Locally-managed automatic monitoring,,
CB3,,,Chelmsford - Chignal St James,Chelmsford,Chelmsford - Chignal St James (Chelmsford),Urban Background,Eastern,08/04/2007,31/12/2013,51.771366,0.411211,210826.94,566463.06,,Locally-managed automatic monitoring,,
CB1,,,Chelmsford - Fire Station,Chelmsford,Chelmsford - Fire Station (Chelmsford),Urban Traffic,Eastern,22/03/2007,31/12/2013,51.734858,0.459221,206877.95,569912.06,,Locally-managed automatic monitoring,,
CB2,,,Chelmsford - Springfield Road,Chelmsford,Chelmsford - Springfield Road (Chelmsford),Urban Traffic,Eastern,22/03/2007,31/12/2013,51.736974,0.484322,207171.95,571637.06,,Locally-managed automatic monitoring,,
CHEP,,,Chepstow A48,Monmouthshire,Chepstow A48 (Monmouthshire),Urban Traffic,South Wales,03/09/2004,31/12/2007,51.638094,-2.678731,193473,353126,,Locally-managed automatic monitoring,,
CHAM,,,Chesham,Chiltern,Chesham (Chiltern),Not Available,South East,07/03/2006,20/04/2010,51.714064,-0.608156,202620.19,496255.78,,Locally-managed automatic monitoring,,
HELSB,,,Cheshire West & Chester - Helsby,Cheshire West,Cheshire West & Chester - Helsby (Cheshire West),Urban Background,North West & Merseyside,19/10/2016,,53.273269,-2.773889,375422.14,348488.8,,Locally-managed automatic monitoring,,
CI1,,,Chichester - A27 Chichester Bypass,Chichester,Chichester - A27 Chichester Bypass (Chichester),Urban Traffic,South East,01/07/2001,,50.827304,-0.782009,103791.76,485880.38,,Locally-managed automatic monitoring,,
AR1,,,Chichester - Lodsworth,Chichester,Chichester - Lodsworth (Chichester),Rural Background,South East,13/12/2005,,51.00118,-0.684602,123244.25,492396.03,,Locally-managed automatic monitoring,,
CI4,,,Chichester - Orchard Street,Chichester,Chichester - Orchard Street (Chichester),Urban Traffic,South East,02/12/2008,,50.840106,-0.780289,105217.32,485978.03,,Locally-managed automatic monitoring,,
CI5,,,Chichester - Westhampnett Road,Chichester,Chichester - Westhampnett Road (Chichester),Not Available,South East,07/02/2019,,50.841297,-0.762746,105370.32,487211.03,,Locally-managed automatic monitoring,,
NTH1,,,Cimla Road / Victoria Gardens,Neath Port Talbot,Cimla Road / Victoria Gardens (Neath Port Talbot),Urban Traffic,Swansea Urban Area,20/07/2012,,51.659617,-3.801693,197186,275475,,Locally-managed automatic monitoring,,
CT4,,,City of London - Beech Street,City of London,City of London - Beech Street (City of London),Urban Traffic,Greater London Urban Area,01/01/2003,,51.520225,-0.096106,181863.04,532191.05,,Locally-managed automatic monitoring,,
CT2,,,City of London - Farringdon Street,City of London,City of London - Farringdon Street (City of London),Urban Traffic,Greater London Urban Area,01/01/2003,30/09/2006,51.514525,-0.104516,181214.04,531624.05,,Locally-managed automatic monitoring,,
CT1,,,City of London - Senator House,City of London,City of London - Senator House (City of London),Urban Background,Greater London Urban Area,10/10/2001,16/01/2013,51.511491,-0.095807,180892.3,532237.07,,Locally-managed automatic monitoring,,
CT3,,,City of London - Sir John Cass School,City of London,City of London - Sir John Cass School (City of London),Urban Background,Greater London Urban Area,01/01/2003,,51.513847,-0.077766,181187.04,533482.05,,Locally-managed automatic monitoring,,
CT8,,,City of London - Upper Thames Street,City of London,City of London - Upper Thames Street (City of London),Urban Traffic,Greater London Urban Area,04/06/2007,,51.509544,-0.087357,180691.05,532829.05,,Locally-managed automatic monitoring,,
CT6,,,City of London - Walbrook Wharf,City of London,City of London - Walbrook Wharf (City of London),Urban Traffic,Greater London Urban Area,22/05/2007,,51.510499,-0.091634,180789.53,532529.5,,Locally-managed automatic monitoring,,
CC2,,,Colchester - Brook Street,Colchester,Colchester - Brook Street (Colchester),Urban Traffic,Eastern,01/01/2013,31/12/2013,51.888681,0.913221,225135.89,600572.07,,Locally-managed automatic monitoring,,
COOK,,,Cookstown,Mid Ulster,Cookstown (Mid Ulster),Urban Background,,01/01/2004,31/07/2011,54.63927,-6.751098,377506.07,280686.91,,Locally-managed automatic monitoring,,
CRAI,,,Craigavon,"Armagh, Banbridge and Craigavon","Craigavon (Armagh, Banbridge and Craigavon)",Urban Background,,01/01/2000,31/12/2000,54.469803,-6.336554,359198.72,307897.2,,Locally-managed automatic monitoring,,
CRA2,,,Craigavon Castle Lane,"Armagh, Banbridge and Craigavon","Craigavon Castle Lane (Armagh, Banbridge and Craigavon)",Urban Traffic,,01/04/2002,31/10/2006,54.462567,-6.332178,358400,308200,,Locally-managed automatic monitoring,,
CRA1,,,Craigavon Lord Lurgan Park,"Armagh, Banbridge and Craigavon","Craigavon Lord Lurgan Park (Armagh, Banbridge and Craigavon)",Urban Background,,01/04/2002,31/10/2006,54.44449,-6.394042,356294.72,304234.6,,Locally-managed automatic monitoring,,
CA2,,,Crawley - Gatwick Airport,Crawley,Crawley - Gatwick Airport (Crawley),Urban Background,South East,09/08/2004,,51.158094,-0.150715,141496.57,529417.62,,Locally-managed automatic monitoring,,
CA1,,,Crawley Background,Crawley,Crawley Background (Crawley),Urban Background,South East,01/01/2001,09/09/2004,51.108259,-0.168313,135924.21,528325.04,,Locally-managed automatic monitoring,,
CR6,,,Croydon - Euston Road,Croydon,Croydon - Euston Road (Croydon),Suburban Background,Greater London Urban Area,26/01/2001,10/05/2009,51.378698,-0.113796,166093.1,531369.05,,Locally-managed automatic monitoring,,
CR4,,,Croydon - George Street,Croydon,Croydon - George Street (Croydon),Urban Traffic,Greater London Urban Area,20/09/1999,02/04/2015,51.374312,-0.096503,165636.49,532585.16,,Locally-managed automatic monitoring,,
CR5,,,Croydon - Norbury,Croydon,Croydon - Norbury (Croydon),Urban Traffic,Greater London Urban Area,06/10/2000,,51.411349,-0.12311,169707.31,530627.94,,Locally-managed automatic monitoring,,
CR9,,,Croydon - Park Lane,Croydon,Croydon - Park Lane (Croydon),Urban Traffic,Greater London Urban Area,02/11/2015,,51.373953,-0.096764,165596.1,532568.05,,Locally-managed automatic monitoring,,
CR2,,,Croydon - Purley Way,Croydon,Croydon - Purley Way (Croydon),Urban Traffic,Greater London Urban Area,10/08/1994,08/10/2010,51.362638,-0.117952,164299.79,531125.69,,Locally-managed automatic monitoring,,
CR7,,,Croydon - Purley Way A23,Croydon,Croydon - Purley Way A23 (Croydon),Urban Traffic,Greater London Urban Area,19/01/2012,,51.362231,-0.117605,164255.1,531151.05,,Locally-managed automatic monitoring,,
CR3,,,Croydon - Thornton Heath,Croydon,Croydon - Thornton Heath (Croydon),Suburban Background,Greater London Urban Area,13/06/1997,08/02/2013,51.40401,-0.098814,168934.76,532338.68,,Locally-managed automatic monitoring,,
CY1,,,Crystal Palace - Crystal Palace Parade,Bromley,Crystal Palace - Crystal Palace Parade (Bromley),Urban Traffic,Greater London Urban Area,29/09/1999,29/07/2010,51.424812,-0.075449,171290.38,533903.01,,Locally-managed automatic monitoring,,
CWMC,,,Cwmbran Crownbridge,Torfaen,Cwmbran Crownbridge (Torfaen),Urban Background,South Wales,01/10/2020,,51.653819,-3.00637,195483,330476,,Locally-managed automatic monitoring,,
HB104,,,Dacorum Hemel Hempstead 1,Dacorum,Dacorum Hemel Hempstead 1 (Dacorum),Urban Background,Greater London Urban Area,15/04/1996,09/04/2003,51.755278,-0.473611,207389.48,505454.8,,Locally-managed automatic monitoring,,
HB105,,,Dacorum Hemel Hempstead 2,Dacorum,Dacorum Hemel Hempstead 2 (Dacorum),Urban Background,Greater London Urban Area,13/12/2005,08/03/2006,51.755278,-0.473611,207389.48,505454.8,,Locally-managed automatic monitoring,,
HB013,,,Dacorum Northchurch High Street,Dacorum,Dacorum Northchurch High Street (Dacorum),Urban Traffic,Eastern,31/10/2012,,51.770339,-0.591364,208900.98,497295.02,,Locally-managed automatic monitoring,,
ZR4,,,Dartford - St Clements 2,Dartford,Dartford - St Clements 2 (Dartford),Urban Traffic,South East,03/01/2019,,51.448824,0.279379,174668.07,558487.06,,Locally-managed automatic monitoring,,
ZR3,,,Dartford Bean Interchange Roadside,Dartford,Dartford Bean Interchange Roadside (Dartford),Urban Traffic,South East,15/11/2002,12/10/2020,51.431571,0.280461,172752,558622,,Locally-managed automatic monitoring,,
ZR1,,,Dartford St Clements Roadside,Dartford,Dartford St Clements Roadside (Dartford),Urban Traffic,South East,21/06/1999,22/03/2018,51.448847,0.279047,174669.95,558463.9,,Locally-managed automatic monitoring,,
ZR2,,,Dartford Town Centre Roadside,Dartford,Dartford Town Centre Roadside (Dartford),Urban Traffic,Greater London Urban Area,05/11/2002,,51.442696,0.216186,173852,554117,,Locally-managed automatic monitoring,,
DER7,,,Derry Ballyartan Road,Derry and Strabane,Derry Ballyartan Road (Derry and Strabane),Urban Industrial,,13/07/2006,06/02/2007,54.9923,-7.325134,416298.21,243245.05,,Locally-managed automatic monitoring,,
DER3,,,Derry Brandywell,Derry and Strabane,Derry Brandywell (Derry and Strabane),Urban Background,,01/04/2002,28/02/2011,54.992336,-7.332127,416297.92,242797.41,,Locally-managed automatic monitoring,,
DER5,,,Derry Claudy,Derry and Strabane,Derry Claudy (Derry and Strabane),Urban Background,,07/11/2005,23/05/2006,55.001225,-7.329115,417289.33,242980.71,,Locally-managed automatic monitoring,,
DER8,,,Derry Culmore Point Road,Derry and Strabane,Derry Culmore Point Road (Derry and Strabane),Urban Traffic,,12/12/2007,15/12/2008,55.001225,-7.329315,417289.21,242967.91,,Locally-managed automatic monitoring,,
DER4,,,Derry Dale's Corner,Derry and Strabane,Derry Dale's Corner (Derry and Strabane),Urban Traffic,,07/11/2003,,54.99642,-7.310163,416766.22,244198.78,,Locally-managed automatic monitoring,,
DER9,,,Derry Marlborough Street,Derry and Strabane,Derry Marlborough Street (Derry and Strabane),Urban Traffic,,08/11/2011,31/05/2015,54.999994,-7.330226,417151.61,242910.92,,Locally-managed automatic monitoring,,
WIL3,,,"Devizes, Sidmouth Street",Wiltshire,"Devizes, Sidmouth Street (Wiltshire)",Urban Traffic,South West,01/01/2014,,51.352198,-1.990416,161458.01,400763.99,,Locally-managed automatic monitoring,,
ZD4,,,Dover Background 2,Dover,Dover Background 2 (Dover),Urban Background,South East,23/08/2002,15/04/2006,51.12485,1.324101,141429,632700,,Locally-managed automatic monitoring,,
ZD2,,,Dover Centre Roadside,Dover,Dover Centre Roadside (Dover),Urban Traffic,South East,21/12/2000,,51.125775,1.318121,141513,632277,,Locally-managed automatic monitoring,,
ZD6,,,Dover Docks,Dover,Dover Docks (Dover),Urban Industrial,South East,16/11/2006,02/01/2013,51.127471,1.335968,141758,633517,,Locally-managed automatic monitoring,,
ZD3,,,Dover Langdon Cliff,Dover,Dover Langdon Cliff (Dover),Urban Background,South East,17/03/2001,04/03/2010,51.132191,1.338896,142292,633698,,Locally-managed automatic monitoring,,
ZD1,,,Dover Old Town Hall Roadside,Dover,Dover Old Town Hall Roadside (Dover),Urban Traffic,South East,21/05/1997,24/01/2012,51.128338,1.30927,141770,631645,,Locally-managed automatic monitoring,,
DPK1,,,Downpatrick Roadside,"Newry, Mourne and Down","Downpatrick Roadside (Newry, Mourne and Down)",Urban Traffic,,01/07/2010,,54.328443,-5.715743,344596.01,348651.53,,Locally-managed automatic monitoring,,
DUN4,,,Dundee Broughty Ferry Road,Dundee City,Dundee Broughty Ferry Road (Dundee City),Urban Industrial,North East Scotland,01/01/2006,,56.467332,-2.943423,730976.51,341970.73,,Locally-managed automatic monitoring,,
DUN6,,,Dundee Lochee Road,Dundee City,Dundee Lochee Road (Dundee City),Urban Traffic,North East Scotland,01/01/2006,,56.465126,-2.993867,730774.79,338859.24,,Locally-managed automatic monitoring,,
DUN1,,,Dundee Mains Loan,Dundee City,Dundee Mains Loan (Dundee City),Urban Background,North East Scotland,28/03/2006,,56.475434,-2.959861,731892.31,340970.55,,Locally-managed automatic monitoring,,
DUNM,,,Dundee Meadowside,Dundee City,Dundee Meadowside (Dundee City),Urban Traffic,North East Scotland,15/06/2011,,56.464258,-2.971386,730658.37,340243.04,,Locally-managed automatic monitoring,,
DUN5,,,Dundee Seagate,Dundee City,Dundee Seagate (Dundee City),Urban Traffic,North East Scotland,01/01/2006,,56.462383,-2.96739,730446.2,340486.33,,Locally-managed automatic monitoring,,
DUN3,,,Dundee Union Street,Dundee City,Dundee Union Street (Dundee City),Urban Traffic,North East Scotland,01/01/2006,06/01/2016,56.459167,-2.971389,730091.73,340234.85,,Locally-managed automatic monitoring,,
DUN7,,,Dundee Whitehall Street,Dundee City,Dundee Whitehall Street (Dundee City),Urban Traffic,North East Scotland,01/01/2006,,56.45974,-2.970708,730154.91,340277.72,,Locally-managed automatic monitoring,,
DUN,,,Dungannon,Mid Ulster,Dungannon (Mid Ulster),Not Available,,01/01/1998,31/12/1998,54.513719,-6.761873,363518.52,280237.44,,Locally-managed automatic monitoring,,
DUNG,,,Dungannon Lambfields,Mid Ulster,Dungannon Lambfields (Mid Ulster),Urban Background,,01/01/2005,20/01/2009,54.513732,-6.761833,363520,280240,,Locally-managed automatic monitoring,,
DUR2,,,Durham Crossgate,Durham,Durham Crossgate (Durham),Urban Traffic,North East,28/09/2012,31/12/2013,54.774859,-1.584241,542294.99,426842.89,,Locally-managed automatic monitoring,,
DUR1,,,Durham Gilesgate,Durham,Durham Gilesgate (Durham),Urban Traffic,North East,15/05/2011,27/07/2012,54.778873,-1.557908,542752,428534,,Locally-managed automatic monitoring,,
DUR04,,,Durham Hawthorn Terrace,Durham,Durham Hawthorn Terrace (Durham),Urban Traffic,North East,30/01/2017,31/01/2018,54.776175,-1.585022,542441.14,426791.78,,Locally-managed automatic monitoring,,
DUR5,,,Durham Leazes Road ,Durham,Durham Leazes Road  (Durham),Urban Traffic,North East,04/06/2019,,54.778333,-1.579722,542683.3,427131.27,,Locally-managed automatic monitoring,,
DUR3,,,Durham New Elvet,Durham,Durham New Elvet (Durham),Urban Traffic,North East,08/01/2014,31/12/2015,54.773441,-1.571089,542142,427689,,Locally-managed automatic monitoring,,
MARN,,,E Ayrshire Kilmarnock St Marnock St,East Ayrshire,E Ayrshire Kilmarnock St Marnock St (East Ayrshire),Urban Traffic,Central Scotland,17/02/2012,,55.607469,-4.497986,637705,242742,,Locally-managed automatic monitoring,,
EA2,,,Ealing - Acton Town Hall,Ealing,Ealing - Acton Town Hall (Ealing),Urban Traffic,Greater London Urban Area,09/09/1996,17/01/2012,51.506628,-0.267934,180054.8,520306.06,,Locally-managed automatic monitoring,,
EG1,,,Ealing - Acton Town Hall,Partisol Ealing,Ealing - Acton Town Hall (Partisol) (Ealing),Urban Traffic,Greater London Urban Area,04/10/2005,02/10/2006,51.506595,-0.267964,180051.05,520304.04,,Locally-managed automatic monitoring,,
EA0,,,Ealing - Acton Town Hall FDMS,Ealing,Ealing - Acton Town Hall FDMS (Ealing),Urban Traffic,Greater London Urban Area,09/09/2005,29/12/2011,51.506628,-0.267934,180054.8,520306.06,,Locally-managed automatic monitoring,,
EI3,,,Ealing - Acton Vale ,Ealing,Ealing - Acton Vale  (Ealing),Not Available,Greater London Urban Area,23/11/2017,,51.503853,-0.254668,179768.05,521234.04,,Locally-managed automatic monitoring,,
EA9,,,Ealing - Court Way,Ealing,Ealing - Court Way (Ealing),Urban Traffic,Greater London Urban Area,19/04/2005,30/05/2006,51.522565,-0.264922,181832.04,520473.04,,Locally-managed automatic monitoring,,
EA1,,,Ealing - Ealing Town Hall,Ealing,Ealing - Ealing Town Hall (Ealing),Urban Background,Greater London Urban Area,14/03/1995,10/01/2012,51.513323,-0.307529,180735.05,517541.04,,Locally-managed automatic monitoring,,
EI0,,,Ealing - Greenford,Ealing,Ealing - Greenford (Ealing),Urban Background,Greater London Urban Area,26/03/2008,15/04/2009,51.54393,-0.352802,184067.03,514323.04,,Locally-managed automatic monitoring,,
EA6,,,Ealing - Hanger Lane Gyratory,Ealing,Ealing - Hanger Lane Gyratory (Ealing),Urban Traffic,Greater London Urban Area,11/12/2003,,51.53085,-0.292488,182708.39,518539.22,,Locally-managed automatic monitoring,,
EA7,,,Ealing - Southall,Ealing,Ealing - Southall (Ealing),Urban Background,Greater London Urban Area,13/07/2004,22/01/2016,51.508549,-0.392179,180071.71,511679,,Locally-managed automatic monitoring,,
EI7,,,Ealing - Southall FDMS,Ealing,Ealing - Southall FDMS (Ealing),Urban Background,Greater London Urban Area,29/12/2011,22/01/2016,51.508516,-0.392208,180068.05,511677.04,,Locally-managed automatic monitoring,,
